mtitle,budget,rating,genre
"Kids Are Alright, The",2000000,7.6,"Documentary"
"Kiki",810568,6.8,"None"
"Kill Bill: Vol. 1",55000000,8.3,"Mixed"
"Kill Bill: Vol. 2",30000000,8.3,"Mixed"
"Kill Me Again",4000000,6.2,"Drama"
"Kill the Scream Queen",5000,1.3,"None"
"Killer Bean 2: The Party",2800,7,"Mixed"
"Killer Eye, The",400000,2.2,"None"
"Killer Klowns from Outer Space",2000000,5.3,"Comedy"
"Killer Shrews, The",123000,3.3,"None"
"Killer of Sheep",100000,7.5,"None"
"Killer's Kiss",75000,6.6,"Drama"
"Killers",100000,6.3,"None"
"Killers",100000,2.8,"Action"
"Killing Box, The",1200000,4,"None"
"Killing Kevin",20000,8,"Mixed"
"Killing Me Softly",25000000,5.4,"Drama"
"Killing Spree",75000,3.6,"None"
"Killing Zoe",1500000,6.2,"None"
"Killing, The",320000,8.1,"Drama"
"Kimberly",2000000,5.3,"Mixed"
"King & Country",300000,7.9,"Drama"
"King Arthur",90000000,6,"Mixed"
"King Kong",670000,7.9,"None"
"King Kong",24000000,5.3,"Mixed"
"King Richard and the Crusaders",3000000,5.3,"None"
"King Solomon's Mines",12500000,4.4,"Mixed"
"King of Comedy, The",20000000,7.5,"Mixed"
"King of Jazz, The",2000000,6.8,"None"
"King of Kings, The",2500000,7.9,"Drama"
"King of the Hill",45000,9.6,"Short"
"King of the Hill",8000000,7.4,"Drama"
"King of the Mountain",2000000,4.1,"Drama"
"Kingdom of Heaven",130000000,7,"Mixed"
"Kingdom of the Spiders",500000,5.4,"None"
"Kingdom of the Vampire",2500,6.6,"None"
"Kingpin",25000000,6.6,"Comedy"
"Kinky Coaches and the Pom Pom Pussycats, The",2500000,1.9,"Comedy"
"Kinsey",11000000,7.6,"Drama"
"Kismet",3000000,6.2,"None"
"Kismet",2692960,5.8,"Mixed"
"Kiss & Tell",1000000,5.7,"Drama"
"Kiss Me, Stupid",3500000,7,"Comedy"
"Kiss of the Dragon",25000000,6.2,"Mixed"
"Kiss of the Tarantula",200000,3.8,"None"
"Kiss on the Nose, A",25000,9.5,"Mixed"
"Kiss or Kill",2000000,6.2,"None"
"Kiss the Blood Off My Hands",1100000,5.9,"None"
"Kiss the Girls",27000000,6.4,"Drama"
"Kiss the Sky",6000000,5.6,"Romance"
"Kiss, The",257000,6.3,"Mixed"
"Kiss, The",6000,5.8,"Short"
"Kissin' Cousins",800000,4.3,"None"
"Kissing Jessica Stein",1000000,7,"Mixed"
"Klansman, The",5000000,4.3,"Mixed"
"Knack, The",364000,6.7,"Comedy"
"Knight's Tale, A",41000000,6.5,"Mixed"
"Knock Off",35000000,3.8,"Action"
"Kohav Ha'Kahol, Ha-",100000,7.2,"None"
"Konga",500000,3.1,"None"
"Kontroll",500000,7.8,"None"
"Korea",500000,6.2,"None"
"Krasnaya palatka",10000000,5.9,"None"
"Krokus: As Long as We Live",200000,7.3,"Documentary"
"Kronos",160000,5.4,"None"
"Kruimeltje",5000000,6.7,"Drama"
"Krush Groove",3000000,5.5,"Drama"
"Kundun",28000000,7.1,"Drama"
"Kung Pow: Enter the Fist",10000000,5.1,"Mixed"
"L.A. Confidential",35000000,8.4,"Drama"
"L.A. Knights",15000,2.5,"Short"
"L.A. Twister",450000,6.4,"Comedy"
"LD 50 Lethal Dose",8000000,5,"None"
"La Cucaracha",50000,6.2,"Short"
"Labyrinth",25000000,7,"None"
"Lady Be Good",863460,6.6,"Comedy"
"Lady Windermere's Fan",320000,7.8,"Mixed"
"Lady and the Tramp",4000000,7.4,"Mixed"
"Lady from Shanghai, The",2000000,7.6,"Drama"
"Lady in White",4700000,6.7,"None"
"Lady of the Lake",60000,3.9,"None"
"Ladyhawke",20000000,6.8,"Romance"
"Ladykillers, The",35000000,6.4,"Comedy"
"Lair of the White Worm, The",2500000,5.4,"None"
"Lake Placid",27000000,5.2,"Mixed"
"Lana's Rain",215000,7.1,"Drama"
"Land Before Time, The",12300000,6.4,"Mixed"
"Land of College Prophets, The",80000,6.5,"Action"
"Land of the Pharaohs",2900000,6.3,"Drama"
"Lara Croft Tomb Raider: The Cradle of Life",90000000,5.2,"Action"
"Lara Croft: Tomb Raider",80000000,5.2,"Action"
"Las Vegas Weekend",2000000,1.1,"Comedy"
"Lashou shentan",4500000,7.9,"Mixed"
"Last Action Hero",60000000,5.4,"Mixed"
"Last Big Attraction, The",60000,2.6,"Mixed"
"Last Breeze of Summer",60000,7.6,"Mixed"
"Last Castle, The",60000000,6.4,"Mixed"
"Last Chair",25000,9,"Short"
"Last Chase, The",4900000,4.3,"None"
"Last Days of Pompeii, The",1000000,6.5,"Drama"
"Last Dragon, The",10000000,5.6,"Mixed"
"Last Emperor, The",25000000,7.7,"Drama"
"Last Full Measure, The",50000,7.5,"Mixed"
"Last Horror Film, The",2000000,3.9,"None"
"Last Horror Movie, The",780000,5.2,"None"
"Last House on the Left, The",87000,5.5,"None"
"Last Man Standing",67000000,5.7,"Mixed"
"Last Movie, The",1000000,3.9,"Drama"
"Last Orders",12000000,7.1,"Drama"
"Last Party 2000",1000000,6.3,"Documentary"
"Last Patrol, The",8200000,2.9,"Mixed"
"Last Picture Show, The",1300000,8,"Drama"
"Last Resort, The",5000000,5,"Action"
"Last Rung On the Ladder, The",1500,5.5,"Mixed"
"Last Samurai, The",100000000,7.9,"Mixed"
"Last Seduction, The",2500000,7.2,"Drama"
"Last Soviet Movie, The",3500000,7.6,"Mixed"
"Last Stagecoach West, The",150000,6.3,"None"
"Last Starfighter, The",15000000,6.2,"Mixed"
"Last Temptation of Christ, The",7000000,7.5,"Drama"
"Last Time I Committed Suicide, The",4000000,5.3,"Drama"
"Last Time I Saw Archie, The",2000000,5.7,"Comedy"
"Last Word",8500,8,"Mixed"
"Last of the Mohicans, The",40000000,7.5,"Mixed"
"Late Bloomer",12000,9,"Short"
"Late Veracity",50000,8,"Mixed"
"Latter Days",850000,7.3,"Mixed"
"Laughing Dead",200000,7.6,"None"
"Lawn Dogs",8000000,7.5,"Drama"
"Lawnmower Man, The",5000,5.6,"Short"
"Lawnmower Man, The",10000000,5,"Action"
"Lawrence of Arabia",15000000,8.6,"Drama"
"Laws of Attraction",28000000,5.7,"Mixed"
"Laws of Gravity",38000,6.5,"Drama"
"League of Extraordinary Gentlemen, The",78000000,5.4,"Action"
"League of Their Own, A",40000000,6.9,"Mixed"
"Learning Curve, The",1000000,5.2,"Drama"
"Leather Jacket Love Story",67000,6.1,"Mixed"
"Leather and Iron",650000,5.5,"Mixed"
"Leave It!",30000,8.8,"Mixed"
"Leaving Las Vegas",4000000,7.5,"Mixed"
"Leftenan Adnan",8000000,7.6,"Romance"
"Legacy, The",2500000,5,"None"
"Legal Eagles",35000000,5.6,"Mixed"
"Legally Blonde",18000000,6.4,"Comedy"
"Legally Blonde 2: Red, White & Blonde",45000000,4.4,"Comedy"
"Legend",25000000,6.1,"Romance"
"Legend of Bagger Vance, The",60000000,6.4,"Mixed"
"Legend of Blood Mountain, The",750000,1.1,"Comedy"
"Legend of Boggy Creek, The",100000,4.3,"Drama"
"Legend of Razorback, The",50000,5.1,"Mixed"
"Legend of the Lone Ranger, The",18000000,4.3,"None"
"Legend of the Lost",1750000,4.8,"None"
"Legend of the Mummy",2000000,2.4,"None"
"Legends of the Fall",30000000,6.7,"Mixed"
"Leggenda del pianista sull'oceano, La",9000000,7.6,"Drama"
"Legion of the Dead",2700000,3.4,"Comedy"
"Legion of the Night",80000,4,"Action"
"Legionnaire",35000000,4.5,"Action"
"Lemony Snicket's A Series of Unfortunate Events",125000000,6.7,"Comedy"
"Lengua asesina, La",4000000,4,"Comedy"
"Leprechaun",900000,3.6,"Comedy"
"Leprechaun 2",2000000,3.6,"Comedy"
"Less Like Me",30000,7.6,"Mixed"
"Lethal Weapon",15000000,7.5,"Mixed"
"Lethal Weapon 4",140000000,6.3,"Mixed"
"Levity",7500000,6.4,"Drama"
"Leylasede",700000,6.6,"Drama"
"Lian ai zhong de Bao Bei",5000000,5.4,"None"
"Lianna",300000,6.9,"Drama"
"Liar Liar",45000000,6.5,"Comedy"
"Libera me",4000000,6.4,"Mixed"
"Liberata Me",66000,6.7,"Mixed"
"Liberty Bound",100000,4.7,"Documentary"
"Liberty Stands Still",11000000,5.6,"Drama"
"Licence to Kill",40000000,6.2,"Action"
"License Exam",1000,7,"Short"
"License to Drive",8000000,5.3,"Comedy"
"Life",75000000,5.8,"Mixed"
"Life Aquatic with Steve Zissou, The",25000000,7.3,"Mixed"
"Life Less Ordinary, A",12000000,6.4,"Mixed"
"Life and Times of MC Beer Bong, The",1000,8.8,"Comedy"
"Life as a House",18000000,7.5,"Mixed"
"Life in Bed",750000,8.3,"Comedy"
"Life of Brian",4000000,8.1,"Comedy"
"Life of David Gale, The",50000000,7.1,"Drama"
"Life of Jimmy Dolan, The",202000,5.4,"Mixed"
"Lifeforce",25000000,5.6,"None"
"Light It Up",13000000,5.7,"Drama"
"Light Sleeper",5000000,6.8,"Drama"
"Light in the Piazza",553280,6.5,"Mixed"
"Lightning Over Braddock: A Rustbowl Fantasy",54000,5.8,"Documentary"
"Lightning Over Water",700000,6.7,"Mixed"
"Lights of New York",75000,5,"Drama"
"Like Mike",30000000,4.9,"Comedy"
"Lilies of the Field",240000,7.6,"Mixed"
"Lilo & Stitch",80000000,7.3,"Mixed"
"Limbo",8300000,7.1,"Drama"
"Limey, The",9000000,7.2,"Drama"
"Line of Masculinity, The",1000,8.2,"Mixed"
"Lion King, The",79300000,7.8,"Mixed"
"Lionheart",2500000,5.1,"Action"
"Liquid Lips",12000,5.7,"Action"
"List of Adrian Messenger, The",3000000,7,"Drama"
"Lithivm",500000,3.3,"None"
"Little American, The",166949,7.1,"Drama"
"Little Black Book",35000000,4.7,"Mixed"
"Little Boy Lost",395000,4.9,"Drama"
"Little Fugitive",30000,7.7,"Drama"
"Little Giant, The",197000,6.8,"Comedy"
"Little Minister, The",650000,6.4,"Drama"
"Little Nellie Kelly",665300,6.4,"None"
"Little Nicky",80000000,4.9,"Mixed"
"Little Odessa",2300000,6.5,"Drama"
"Little Secrets",2500000,6.9,"Drama"
"Little Shop of Horrors",30000000,6.4,"Comedy"
"Little Shop of Horrors, The",27000,6.2,"Comedy"
"Little Vampire, The",22000000,5.6,"Comedy"
"Little Women",424000,7.4,"Mixed"
"Littlest Cowboy, The",10000,7.5,"Mixed"
"Live and Let Die",7000000,6.6,"Action"
"Livers Ain't Cheap",2500000,4.5,"None"
"Living Daylights, The",30000000,6.4,"Action"
"Living In Missouri",10000,8.2,"Mixed"
"Living Life",150000,3.5,"Drama"
"Living Out Loud",12000000,6.5,"Mixed"
"Living and Dining",100000,9,"Mixed"
"Lizzie",500000,9,"None"
"Lizzie McGuire Movie, The",17000000,5,"Comedy"
"Llamada de apareamiento",2000,6.4,"Mixed"
"Loaded Weapon 1",13000000,5.4,"Mixed"
"Lobo Paramilitary Christmas Special, The",2400,3.5,"Mixed"
"Logan's Run",9000000,6.5,"Action"
"Lolita",2000000,7.6,"Mixed"
"Lolita",58000000,6.8,"Mixed"
"Lone Star",5000000,7.7,"Drama"
"Lone Wolf McQuade",5000000,5.4,"Mixed"
"Lonelyland",7000,4.2,"Short"
"Lonesome Jim",500000,4.1,"Drama"
"Long Gray Line, The",1748000,6.9,"Drama"
"Long Kiss Goodnight, The",65000000,6.5,"Mixed"
"Long Riders, The",10000000,7,"None"
"Longest Day, The",8000000,7.7,"Mixed"
"Look Who's Talking",7500000,5.5,"Mixed"
"Lookin' to Get Out",17000000,3.6,"Comedy"
"Looking Out",42000,9.4,"Mixed"
"Looney Tunes: Back in Action",80000000,6.1,"Mixed"
"Lord of the Rings, The",8000000,5.8,"Animation"
"Lord of the Rings: The Fellowship of the Ring, The",93000000,8.8,"Action"
"Lord of the Rings: The Return of the King, The",94000000,9,"Action"
"Lord of the Rings: The Two Towers, The",94000000,8.8,"Action"
"Lorna",60000,4.9,"Drama"
"Loser",38000,7.2,"Drama"
"Loser",20000000,5.1,"Mixed"
"Losin' It",7000000,4.5,"Comedy"
"Losing Isaiah",17000000,6.1,"Drama"
"Losing Lois Lane",6000,7.1,"Mixed"
"Loss of Sexual Innocence, The",4000000,5.3,"Drama"
"Lost Boundaries",250000,6.9,"Drama"
"Lost Highway",15000000,7.3,"Drama"
"Lost Horizon",2000000,7.7,"Drama"
"Lost Horizon",12000000,4.4,"Mixed"
"Lost Patrol, The",254000,7.4,"None"
"Lost Souls",28000000,4.6,"None"
"Lost Weekend, The",1250000,8.1,"Drama"
"Lost World: Jurassic Park, The",73000000,5.5,"Action"
"Lost in Alaska",672000,5.4,"Comedy"
"Lost in Space",80000000,4.7,"Action"
"Lost in Translation",4000000,8,"Mixed"
"Lost/Found",15000,8.4,"Drama"
"Lot Like Love, A",30000000,4.6,"Mixed"
"Louisiana Story",258000,7.7,"Mixed"
"Love",350000,7.8,"Drama"
"Love & Basketball",15000000,6.7,"Mixed"
"Love Disease",60000,8.6,"Mixed"
"Love God",22000,4,"None"
"Love Letter, The",15000000,5.2,"Mixed"
"Love Letters",550000,6.1,"None"
"Love Liza",1000000,6.6,"Drama"
"Love Me Tender",1000000,5.6,"None"
"Love Object",1000000,6.3,"Comedy"
"Love Parade, The",650000,7.1,"Mixed"
"Love Stinks",4000000,5.3,"Comedy"
"Love Story",2200000,6.2,"Mixed"
"Love and Death",3000000,7.6,"Comedy"
"Love and Other Catastrophes",250000,6.5,"Mixed"
"Love in the Afternoon",2100000,7.3,"Mixed"
"Love's Labour's Lost",13000000,5.9,"Mixed"
"Love, Ludlow",75000,8.6,"Comedy"
"Lovely & Amazing",250000,6.9,"Mixed"
"Lover Girl",1000000,5.3,"Mixed"
"Lu mao zi",500000,7.5,"Drama"
"Lucky 13",1200000,5.7,"Mixed"
"Lucky Break",6000000,6.3,"Comedy"
"Lucky Lady",13000000,4.6,"Mixed"
"Lucky Numbers",65000000,5,"Comedy"
"Luminarias",1000000,2.7,"Mixed"
"Lumpia",1000,6,"Comedy"
"Lunatics: A Love Story",850000,5.4,"Mixed"
"Lunes al sol, Los",4000000,7.8,"Drama"
"Lurking Fear",1000000,4.2,"None"
"Luz prodigiosa, La",2000000,7,"Drama"
"M.D.C. - Maschera di cera",3000000,5.2,"None"
"MASH",3500000,7.8,"Mixed"
"Macabre",150000,5.5,"None"
"Machuca",1500000,8.4,"Drama"
"Mackenna's Gold",7000000,6.2,"None"
"Macon County Line",225000,6.2,"Mixed"
"Mad City",50000000,6,"Drama"
"Mad Dogs",1400000,3.1,"None"
"Mad Love",257502,7.1,"Romance"
"Mad Max",350000,6.8,"Action"
"Madadayo",11900000,7.4,"Drama"
"Madam Satan",980000,5.9,"Mixed"
"Madchen's Uniform",1000,7.8,"Mixed"
"Made",5000000,6.5,"Mixed"
"Made Incorrect",25000,8.2,"Mixed"
"Made in U.S.A.",50000,6.4,"None"
"Madhouse",3000000,5.4,"None"
"Madness and Genius",19000,6.4,"Drama"
"Madonna: Truth or Dare",4500000,5.5,"Documentary"
"Magic Roundabout, The",20000000,5.7,"Animation"
"Magic of Marciano, The",4500000,6.7,"Drama"
"Magnetic Monster, The",105000,5.3,"None"
"Magnificent Ambersons, The",850000,8,"Drama"
"Magnolia",37000000,8,"Drama"
"Maid in Manhattan",55000000,4.6,"Mixed"
"Mailman, The",75000,7,"None"
"Majestic, The",72000000,6.7,"Mixed"
"Major Dundee",3800000,6.4,"None"
"Major League",11000000,6.7,"Comedy"
"Major and the Minor, The",928000,7.5,"Mixed"
"Majorettes, The",85000,2.7,"None"
"Mala Noche",25000,7.5,"Drama"
"Mala nocna muzika",200000,4.5,"Mixed"
"Mala racha",70000,8.5,"Mixed"
"Malcolm X",34000000,7.5,"Drama"
"Male Order",10000,8.8,"Mixed"
"Malibu Express",500000,3.9,"Action"
"Malibu's Most Wanted",16000000,4.9,"Comedy"
"Mallrats",6100000,7.1,"Mixed"
"Maltese Falcon, The",300000,8.4,"None"
"Mama",3000000,6,"Drama"
"Mamay",200000,6.6,"Drama"
"Mame",12000000,4.8,"None"
"Mammoth",2000,8.5,"Mixed"
"Man Apart, A",36000000,5.4,"Mixed"
"Man Betrayed, A",250000,4.7,"Drama"
"Man Called... Rainbo, A",35000,5.4,"Comedy"
"Man From Planet X, The",50000,5.6,"None"
"Man Who Knew Too Much, The",2500000,7.4,"Drama"
"Man Who Shot Liberty Valance, The",3200000,8.2,"None"
"Man Who Wasn't There, The",20000000,7.7,"Mixed"
"Man Who Would Be King, The",8000000,7.9,"None"
"Man Woman Film",35000,3.8,"None"
"Man for All Seasons, A",3900000,8,"Drama"
"Man from Elysian Fields, The",6500000,6.8,"Drama"
"Man from Hong Kong, The",450000,4.8,"Mixed"
"Man in the Bath, The",10000,6.7,"None"
"Man in the Iron Mask, The",35000000,6,"Mixed"
"Man of Conquest",1000000,6.8,"None"
"Man of La Mancha",12000000,5.6,"Mixed"
"Man of the House",40000000,5.2,"Mixed"
"Man on Fire",70000000,7.4,"Mixed"
"Man on the Moon",52000000,7.3,"Mixed"
"Man to Man",30000000,6,"None"
"Man with a Plan",100000,7.1,"Comedy"
"Man with the Golden Gun, The",13000000,6.4,"Mixed"
"Man's Best Friend",6000000,4.4,"None"
"Man-Thing",30000000,3.8,"Action"
"Manhattan Baby",300000,4,"None"
"Manhattan Murder Mystery",13500000,7.3,"Comedy"
"Manhunter",15000000,7.2,"Drama"
"Maniac",5000,3,"None"
"Maniac",350000,5.2,"Drama"
"Maniac Cop",1100000,5,"Action"
"Maniac Cop 2",4000000,4.4,"Action"
"Manito",24000,7.2,"Drama"
"Manitou, The",3000000,3.7,"None"
"Mannequin: On the Move",13000000,2.9,"Mixed"
"Manners of Dying",750000,7.4,"Drama"
"Manny & Lo",500000,6.9,"Drama"
"Mantis in Lace",35000,3.6,"None"
"Maquinista, El",5000000,7.7,"Drama"
"March or Die",9000000,5.7,"Mixed"
"Marci X",20000000,2.8,"Comedy"
"Marco Polo: Haperek Ha'aharon",3300000,4.6,"Drama"
"Maria Chapdelaine",4600000,6.4,"Drama"
"Mariachi, El",220000,7,"Action"
"Marie Antoinette",2926000,7.1,"Mixed"
"Marilyn's Man",825000,7.6,"Documentary"
"Mark of Cain",1000000,4.1,"Drama"
"Mark of the Vampire",305177,6.2,"None"
"Marnie",3000000,7.1,"Drama"
"Marooned",8000000,5.1,"Drama"
"Marriage Circle, The",212000,8,"Comedy"
"Mars",4500000,3.3,"Action"
"Mars",2000000,6.8,"Comedy"
"Mars Attacks!",70000000,6.1,"Mixed"
"Martin",800000,6.9,"Drama"
"Martin Lawrence Live: Runteldat",3000000,4.6,"Mixed"
"Marty",343000,7.7,"Mixed"
"Marvin's Room",23000000,6.5,"Mixed"
"Mary Jane's Not a Virgin Anymore",50000,5.9,"Drama"
"Mary Reilly",47000000,5.5,"Drama"
"Mask of Fu Manchu, The",327627,6.2,"None"
"Mask of Zorro, The",65000000,6.8,"Mixed"
"Mask, The",250000,4.3,"None"
"Mask, The",18000000,6.4,"Mixed"
"Master Gunfighter, The",3500000,3.3,"None"
"Master and Commander: The Far Side of the World",150000000,7.5,"Mixed"
"Master of Disguise, The",16000000,2.9,"Comedy"
"Masters of the Universe",17000000,4.4,"Mixed"
"Mata Hari",558000,6.8,"Drama"
"Matador, El",26000,7.1,"Comedy"
"Match King, The",165000,6.6,"Drama"
"Matewan",4000000,7.6,"Drama"
"Matilda",36000000,6.5,"Mixed"
"Matrix Reloaded, The",127000000,7.1,"Action"
"Matrix Revolutions, The",110000000,6.3,"Action"
"Matrix, The",63000000,8.5,"Action"
"Maurice",2600000,7.3,"Mixed"
"Max Keeble's Big Move",12000000,5.3,"Comedy"
"Maximum Overdrive",10000000,4.3,"None"
"May",1700000,6.8,"Drama"
"Mayerling",5000000,5.6,"Mixed"
"Mayor of Hell, The",229000,6.8,"Drama"
"McHale's Navy",42000000,3.7,"Comedy"
"McLintock!",2000000,7,"Comedy"
"Me, Myself & Irene",51000000,6,"Comedy"
"Mean Creek",500000,7.3,"Drama"
"Mean Girls",17000000,7,"Mixed"
"Mean People Suck",10000,4.7,"Mixed"
"Mean Streets",150000,7.5,"Drama"
"Meaning of Life, The",9000000,7.3,"Comedy"
"Medallion, The",41000000,4.5,"Mixed"
"Medicine Man",40000000,5.7,"Romance"
"Medium Cool",800000,7.2,"Mixed"
"Meet Joe Black",90000000,6.6,"Mixed"
"Meet Me in St. Louis",1707561,7.7,"Romance"
"Meet the Applegates",1000,5,"Comedy"
"Meet the Deedles",24000000,3.4,"Comedy"
"Meet the Feebles",750000,6.5,"Mixed"
"Meet the Fockers",80000000,6.5,"Comedy"
"Meet the Hollowheads",4800000,5,"Comedy"
"Meet the Parents",55000000,7,"Comedy"
"Megaforce",20000000,2.7,"Action"
"Megiddo: The Omega Code 2",22000000,3.8,"None"
"Meili xin shijie",300000,5.3,"None"
"Memento",5000000,8.7,"Drama"
"Memoirs of an Evil Stepmother",20000,8,"Mixed"
"Memoirs of an Invisible Man",40000000,5.6,"Comedy"
"Memron",65000,9,"Comedy"
"Men in Black",90000000,6.8,"Mixed"
"Men in Black II",140000000,5.6,"Mixed"
"Men in Love",350000,2.9,"Drama"
"Men of Action",30000,8.6,"Mixed"
"Men of Honor",32000000,6.6,"Drama"
"Men of War",12000000,4.6,"Mixed"
"Men with Brooms",7500000,5.9,"Mixed"
"Menace II Society",3500000,7.3,"Mixed"
"Meng long guojiang",130000,6.6,"Action"
"Mercano, el marciano",600000,6.2,"Animation"
"Merchant of Venice, The",30000000,7.3,"Mixed"
"Mercury Rising",60000000,5.6,"Mixed"
"Mercy",5000,5.8,"Drama"
"Mercy Streets",600000,4.6,"Mixed"
"Merry Widow, The",608016,7.6,"Mixed"
"Mesmerized",5654930,4.7,"Drama"
"Message in a Bottle",30000000,5.4,"Mixed"
"Message, The",10000000,7.5,"Drama"
"Meteor",16000000,4.5,"Drama"
"Metoroporisu",14500000,7.3,"Mixed"
"Metro",55000000,5.2,"Mixed"
"Metropolis Apocalypse",20000,2,"Short"
"Metropolitan",430000,7.1,"Mixed"
"Mexican Dream, The",19000,6,"Mixed"
"Mexican, The",38000000,6,"Mixed"
"Michael Collins",25000000,6.8,"Drama"
"Michael Moore Hates America",200000,4.2,"Documentary"
"Mickey",125000,7.1,"Mixed"
"Mickey",6000000,5.4,"Drama"
"Mickey Blue Eyes",40000000,5.8,"Mixed"
"Midnight Clear, A",5000000,7.5,"Drama"
"Midnight Cowboy",3600000,7.9,"Drama"
"Midnight Days",10000,2.8,"Mixed"
"Midnight Express",2300000,7.6,"Drama"
"Midnight Run",30000000,7.5,"Mixed"
"Midnight Sun",4000,1.6,"Short"
"Midnight in the Garden of Good and Evil",30000000,6.4,"Drama"
"Midwestern Myth",250000,7.1,"Mixed"
"Mighty Aphrodite",15000000,7,"Comedy"
"Mighty Joe Young",49000000,5.6,"None"
"Mildred Pierce",1500000,7.7,"Mixed"
"Miles Ahead",55000,6.1,"Drama"
"Milking the Chicken",1000,6.2,"Short"
"Milky Way, The",1032000,6.9,"Comedy"
"Miller's Crossing",14000000,8,"Drama"
"Million Dollar Baby",30000000,8.3,"Drama"
"Million Dollar Hotel, The",8000000,5.5,"Drama"
"Milpitas Monster, The",11000,3.4,"None"
"Mimic",25000000,5.6,"None"
"Mimmo & Paulie",12000,9.8,"Mixed"
"Mind's Eye, The",750000,6.7,"None"
"MindField",6000,9,"Drama"
"Mindhunters",27000000,6.3,"Action"
"Minion, The",12000000,3.2,"Action"
"Minnie and Moskowitz",900000,7,"Mixed"
"Minority Report",102000000,7.8,"Mixed"
"Mio West, Il",10000000,4.1,"Mixed"
"Miracle Goes On, The",850000,9.4,"Mixed"
"Miracle Mile",3000000,6.8,"Mixed"
"Miracle Rider, The",80000,7.4,"None"
"Miracle Worker, The",500000,7.9,"Drama"
"Mirror Has Two Faces, The",42000000,5.7,"Mixed"
"Misadventures of Margaret, The",5000000,5.4,"Mixed"
"Misbehavers, The",10000,7.7,"Documentary"
"Misdemeanor",16000,8.9,"Short"
"Misery",20000000,7.5,"Drama"
"Misfits, The",4000000,7.3,"Mixed"
"Mishima: A Life in Four Chapters",5000000,7.5,"Drama"
"Miss Cast Away",2000000,4,"Comedy"
"Miss Congeniality",45000000,6.2,"Comedy"
"Miss Pacific Fleet",202798,5.7,"Comedy"
"Miss Supreme Queen",50000,5.6,"Mixed"
"Missile to the Moon",65000,3.5,"None"
"Mission to Mars",90000000,4.9,"Drama"
"Mission to Moscow",1516000,6.6,"Drama"
"Mission: Impossible",75000000,6.6,"Action"
"Mission: Impossible II",125000000,5.7,"Action"
"Mississippi Burning",15000000,7.6,"Drama"
"Missy",5000,9.6,"Drama"
"Mix",1000000,5.9,"Mixed"
"Mix Tape",15000,7.7,"Comedy"
"Mo' Better Blues",10000000,6.1,"Drama"
"Mo' Money",15000000,4.9,"Mixed"
"Moby Dick",4500000,7.3,"Drama"
"Mockingbird Don't Sing",3000000,6.3,"Drama"
"Modern Times",1500000,8.5,"Comedy"
"Modern Vampires",2000000,4.1,"None"
"Modesty Blaise",3000000,5,"Comedy"
"Modigliani",12000000,7,"Drama"
"Mole People, The",200000,4.2,"None"
"Molly",21000000,5.5,"Mixed"
"Molly Maguires, The",11000000,6.6,"Drama"
"Moment of Grace, A",50000,8.6,"Short"
"Mommie Dearest",5000000,6.2,"Drama"
"Mommy",700000,5.2,"None"
"Mona Lisa Smile",65000000,6.1,"Mixed"
"Mondo Topless",12000,3.9,"Documentary"
"Mondo Trasho",2100,6,"Comedy"
"Money Pit, The",10000000,5.6,"Comedy"
"Money Talks",25000000,5.5,"Mixed"
"Money Train",68000000,5.1,"Mixed"
"Monkey Shines",7000000,5.8,"None"
"Monkeybone",75000000,4.7,"Mixed"
"Monsieur Klein",3500000,7.3,"Drama"
"Monsieur Verdoux",2000000,7.5,"Mixed"
"Monsoon Wife",1000000,4.7,"Drama"
"Monster",8000000,7.4,"Drama"
"Monster That Challenged the World, The",254000,5.2,"None"
"Monster and the Peanut, The",10000,8.9,"Mixed"
"Monster from the Ocean Floor",12000,2.6,"None"
"Monster's Ball",4000000,7.3,"Mixed"
"Monster-in-Law",60000000,5.6,"Mixed"
"Monsteret",130000,8.6,"Short"
"Monsters, Inc.",115000000,8,"Mixed"
"Montana",4000000,6.1,"Mixed"
"Monte Carlo",726465,6.8,"Mixed"
"Monty Python and the Holy Grail",250000,8.4,"Comedy"
"Moon Over Harlem",8000,4.9,"None"
"Moon Zero Two",2000000,3.9,"None"
"Moon and Sixpence, The",401000,6.7,"Drama"
"Moonlight Mile",20000000,6.9,"Mixed"
"Moonlight Resurrection",25000,2,"Short"
"Moonlight by the Sea",10000,8,"None"
"Moonraker",34000000,5.9,"Mixed"
"Moonrise",849452,7.3,"Drama"
"Moonshine Mountain",45000,1.8,"Mixed"
"More American Graffiti",3000000,4.6,"Comedy"
"Morning Guy, The",5000,8.6,"Mixed"
"Morphin(e)",8000,9.7,"Mixed"
"Mortal Kombat",20000000,5,"Action"
"Mortal Kombat: Annihilation",30000000,3,"Action"
"Mosquito",200000,3.3,"None"
"Mosquito Coast, The",16000000,6.4,"Drama"
"Motel Hell",3000000,5.2,"Comedy"
"Mother Machree",750000,3.9,"Drama"
"Mother Night",5500000,7.1,"Mixed"
"Mother's Day",150000,4.6,"Comedy"
"Mothering Heart, The",1800,7.1,"Mixed"
"Mothman Prophecies, The",42000000,6.5,"None"
"Motor Psycho",38000,4.9,"Drama"
"Moulin Rouge",1500000,7.4,"Drama"
"Moulin Rouge!",52500000,7.7,"Mixed"
"Mousehunt",38000000,5.8,"Mixed"
"Movie Crazy",675000,7.4,"Mixed"
"Moving",9000,7.9,"Comedy"
"Moving Malcolm",1000000,4.3,"Mixed"
